epoch,best_acc@1,loss,acc@1,acc@5,f1-micro,training_loss,training_acc@1,training_acc@5,training_f1-micro,training_learning-rate
172,0.72788,1.2759683154296875,0.71188,0.90996,0.71188,1.7908083206681615,0.5858266294456234,0.8058880036868139,0.5858266294456234,0.20422514289499064
173,0.72788,1.2048375732421874,0.72768,0.91696,0.7276800000000001,1.691644792931572,0.6063283039254915,0.8196107982543683,0.6063283039254915,0.20156546178247625
174,0.72788,1.2418440625,0.72668,0.91672,0.7266799999999999,1.704214862148856,0.606029373070378,0.8197260111881101,0.606029373070378,0.1989114652645416
175,0.72788,1.28213263671875,0.71108,0.90776,0.71108,1.7802148490183278,0.5895835052445239,0.807178699931028,0.5895835052445239,0.19626346479944531
176,0.72788,1.218603720703125,0.72628,0.91832,0.72628,1.7076418174651156,0.6035522949949322,0.8183590252985805,0.6035522949949322,0.19362177114178253
177,0.72788,1.2289802978515625,0.72844,0.91708,0.7284400000000001,1.6914744989833845,0.6078276289956702,0.8206010067119318,0.6078276289956702,0.19098669430601686
178,0.72788,1.39707552734375,0.6842,0.89324,0.6842,1.9483695599702173,0.5574920324028592,0.7827130777578317,0.5574920324028592,0.1883585435300982
179,0.72788,1.2409591796875,0.7218,0.91524,0.7218,1.7244935413462388,0.6020747669662722,0.8170870122328111,0.6020747669662722,0.1857376272391727
180,0.72788,1.2214653515625,0.717,0.9136,0.7169999999999999,1.7429873673053402,0.5973198980521229,0.8121935764118644,0.5973198980521229,0.18312425300938764
181,0.72788,1.243987197265625,0.72116,0.91312,0.72116,1.752167374516062,0.5959108750110932,0.810859286084613,0.5959108750110932,0.18051872753179607
